,ºË†Ê¨Ç°ÂπÊ,™Â´È‰ø™ËÇ°Ê,™Â´ÈªÂÇ°Ê,™Â´ÈªÂÇ°Ê,Ê∞¥Ê≥•È°,È£ÅÈ°,Â°†È°,Á¥°ÁÁ∫Á∂≠È,ªÊÊ©Ê¢∞È,ªÂ®ÈªÁÈ°,Â≠∏Á\´ÁÇÈ°,Â≠∏È,\´ÁÇÈ°,ªÁ∂Á∑È,\†Á¥È°,ºÈµÈ,Ê©°Ë†È°,Ê±ΩËÈ°,ªÂÈ°,Â∞È´È°,ªË¶Â\±ÈÇË®≠ÂÇÈ°,ªÈ,\‰ø°Á∂≤Ë∑ØÈ,ªÂ∂Á‰ª∂È,ªÂ\Ë∑ØÈ,Ë≥Ë®È°,∂‰ªÂÈ°,Âª∫Ê\†È°,™ÈÅÈ°,Ëß\È°,‰ø™È,Ë≤øÊæË≤®È°,Ê≤πÈªÁÊ∞,∂‰È°
9:57:00,"9,937.43","8,432.14","13,451.25","11,502.95",113.86,"1,444.91",253.04,475.52,167.8,40.44,96.2,97.58,66.75,37.86,204.24,98.78,307.88,264,414.12,142.34,101.53,43.19,124.44,88.8,113.89,89.46,104.28,259.29,60.8,119.65,"1,115.38",225.2,133.02,246.62
9:57:05,"9,936.32","8,431.05","13,452.78","11,504.80",113.86,"1,444.91",253.13,475.26,167.83,40.44,96.21,97.6,66.75,37.86,204.24,98.92,307.88,264,414,142.33,101.51,43.18,124.16,88.79,113.89,89.46,104.28,259.3,60.8,119.65,"1,115.38",225.2,133.02,246.65
9:57:10,"9,941.01","8,435.42","13,452.46","11,503.62",113.86,"1,443.14",253.13,475.26,167.79,40.44,96.21,97.6,66.75,37.86,204.24,98.92,307.88,264.07,414.36,142.35,101.54,43.18,124.44,88.79,113.93,89.46,104.66,259.21,60.8,119.65,"1,115.57",225.2,133.02,246.63
9:57:15,"9,940.92","8,435.16","13,452.45","11,502.98",113.86,"1,443.14",253.06,475.26,167.83,40.44,96.22,97.62,66.75,37.86,204.24,98.92,307.88,264.07,414.36,142.35,101.53,43.18,124.44,88.79,113.89,89.46,104.66,259.21,60.77,119.65,"1,115.72",225.2,133.02,246.62
9:57:20,"9,941.31","8,435.61","13,452.51","11,503.31",113.86,"1,443.14",253.06,475.27,167.85,40.44,96.22,97.62,66.75,37.86,204.24,98.92,307.88,264.07,414.38,142.34,101.53,43.18,124.55,88.79,113.85,89.46,104.66,259.28,60.77,119.7,"1,115.66",225.21,133.02,246.62
9:57:25,"9,947.58","8,441.72","13,457.57","11,509.40",113.86,"1,444.60",253.06,475.27,167.83,40.44,96.22,97.62,66.75,37.86,204.12,98.92,307.58,264.07,414.73,142.59,101.54,43.19,124.56,88.79,113.85,89.46,104.66,259.28,60.77,119.7,"1,115.66",225.21,133.62,246.62
9:57:30,"9,944.20","8,438.37","13,457.30","11,508.87",113.86,"1,444.60",252.96,475.27,167.83,40.52,96.25,97.62,66.8,37.86,204.12,98.92,307.58,264.07,414.48,142.58,101.55,43.18,124.56,88.79,113.85,89.46,104.28,259.28,60.77,119.7,"1,115.71",225.21,133.62,246.63
9:57:35,"9,947.05","8,441.57","13,456.66","11,509.67",113.86,"1,444.60",253.04,475.22,167.84,40.52,96.26,97.64,66.8,37.86,204.12,98.93,307.58,264.07,414.71,142.58,101.55,43.18,124.56,88.79,113.85,89.46,104.66,259.28,60.77,119.7,"1,115.33",225.21,133.62,246.63
9:57:40,"9,944.73","8,438.75","13,458.49","11,509.77",113.86,"1,444.60",253.06,475.27,167.87,40.44,96.26,97.64,66.8,37.86,204.12,98.93,307.62,264.07,414.49,142.59,101.55,43.18,124.56,88.79,113.85,89.46,104.28,259.27,60.77,119.67,"1,115.83",225.2,133.62,246.61
9:57:45,"9,947.70","8,441.56","13,458.81","11,509.86",113.86,"1,444.60",253.06,475.27,167.84,40.52,96.26,97.64,66.8,37.86,204.12,98.93,307.62,264.07,414.71,142.58,101.55,43.18,124.56,88.8,113.85,89.46,104.65,259.27,60.77,119.61,"1,115.90",225.22,133.62,246.61
9:57:50,"9,942.57","8,436.72","13,457.58","11,508.98",113.86,"1,444.60",252.95,475.27,167.84,40.52,96.26,97.64,66.8,37.86,204.12,98.93,307.62,264.11,414.35,142.32,101.52,43.18,124.56,88.8,113.85,89.46,104.65,259.2,60.79,119.61,"1,115.76",225.22,133.62,246.61
9:57:55,"9,942.61","8,436.73","13,457.57","11,508.85",113.86,"1,444.60",252.95,475.27,167.84,40.52,96.27,97.65,66.8,37.86,204.12,98.94,307.62,264.07,414.36,142.32,101.54,43.18,124.54,88.8,113.89,89.46,104.65,259.2,60.77,119.61,"1,115.79",225.22,133.62,246.61
9:58:00,"9,942.71","8,437.37","13,457.87","11,511.26",113.86,"1,444.60",253.14,475.53,167.84,40.52,96.27,97.65,66.8,37.86,204.12,98.94,307.62,264.24,414.36,142.32,101.54,43.18,124.54,88.8,113.84,89.46,104.66,259.21,60.77,119.61,"1,115.30",225.22,133.62,246.61
9:58:05,"9,941.04","8,435.20","13,459.04","11,510.62",113.94,"1,444.37",253.04,475.53,167.83,40.52,96.27,97.66,66.8,37.86,203.93,98.94,307.91,264.24,414.2,142.34,101.51,43.2,124.56,88.87,113.92,89.46,104.28,259.21,60.78,119.61,"1,115.79",225.22,133.62,246.59
9:58:10,"9,938.75","8,433.40","13,452.20","11,504.00",113.94,"1,444.37",253.04,475.51,167.83,40.52,96.27,97.65,66.8,37.86,203.93,98.94,307.62,264.07,414.2,142.33,101.51,43.22,124.56,88.88,113.88,89.46,104.26,259.28,60.78,119.61,"1,115.40",225.21,133.02,246.58
9:58:15,"9,941.52","8,436.44","13,456.52","11,510.50",114.01,"1,444.37",253.04,475.25,167.82,40.52,96.26,97.63,66.8,37.86,203.93,98.93,307.91,264.07,414.3,142.33,101.51,43.22,124.3,88.8,113.89,89.46,104.65,259.21,60.8,119.61,"1,115.10",225.21,133.62,246.66
9:58:20,"9,943.50","8,438.34","13,457.37","11,511.39",113.93,"1,444.37",253.14,475.25,167.83,40.52,96.26,97.63,66.8,37.86,203.93,98.93,307.91,264.07,414.43,142.34,101.52,43.21,124.57,88.88,113.9,89.46,104.64,259.21,60.8,119.61,"1,115.13",225.21,133.62,246.68
9:58:25,"9,944.27","8,438.86","13,458.10","11,511.41",113.93,"1,444.37",253.14,475.25,167.83,40.52,96.26,97.63,66.8,37.86,203.93,98.93,307.91,264.07,414.47,142.35,101.56,43.21,124.57,88.88,113.91,89.46,104.65,259.21,60.81,119.61,"1,115.34",225.21,133.62,246.66
9:58:30,"9,945.22","8,439.41","13,458.97","11,511.06",113.93,"1,444.37",253.13,475.26,167.83,40.52,96.26,97.63,66.8,37.86,203.93,98.93,307.91,264.07,414.52,142.6,101.56,43.19,124.45,88.88,113.93,89.46,104.27,259.21,60.8,119.61,"1,115.67",225.21,133.62,246.63
9:58:35,"9,948.34","8,442.50","13,458.99","11,511.23",113.93,"1,444.28",253.13,475.26,167.83,40.52,96.26,97.63,66.8,37.86,203.93,98.93,307.91,264.07,414.75,142.61,101.55,43.21,124.45,88.87,113.93,89.46,104.65,259.21,60.81,119.7,"1,115.63",225.21,133.62,246.63
9:58:40,"9,943.46","8,438.21","13,457.36","11,511.04",113.93,"1,444.28",253.13,475.26,167.83,40.44,96.26,97.63,66.8,37.86,203.93,98.93,307.91,264.07,414.43,142.36,101.55,43.21,124.45,88.87,113.93,89.46,104.65,259.21,60.81,119.7,"1,115.21",225.21,133.62,246.64
9:58:45,"9,949.00","8,443.31","13,458.29","11,511.04",113.93,"1,444.28",253.13,475.26,167.83,40.44,96.26,97.63,66.79,37.86,203.93,98.93,307.91,264.07,414.82,142.62,101.56,43.21,124.57,88.88,113.93,89.46,104.65,259.21,60.81,119.7,"1,115.48",225.21,133.62,246.64
9:58:50,"9,949.38","8,443.38","13,459.58","11,511.43",113.93,"1,444.28",253.13,475.26,167.82,40.44,96.26,97.63,66.79,37.86,203.81,98.93,307.91,264.07,414.82,142.61,101.57,43.21,124.57,88.89,113.94,89.46,104.65,259.21,60.79,119.7,"1,115.75",225.21,133.62,246.77
9:58:55,"9,949.42","8,443.41","13,459.89","11,511.81",113.93,"1,444.28",253.13,475.26,167.82,40.52,96.26,97.63,66.79,37.86,203.81,98.93,307.91,264.07,414.81,142.62,101.57,43.21,124.57,88.89,113.93,89.46,104.63,259.19,60.81,119.7,"1,115.75",225.21,133.62,246.78
9:59:00,"9,946.40","8,440.40","13,460.42","11,512.19",113.93,"1,444.28",253.12,475.27,167.87,40.52,96.26,97.63,66.79,37.86,203.81,98.93,307.91,264.07,414.57,142.61,101.57,43.21,124.54,88.87,113.97,89.46,104.25,259.19,60.81,119.7,"1,115.81",225.21,133.62,246.84
9:59:05,"9,945.65","8,439.82","13,458.84","11,510.87",113.93,"1,444.28",253.04,475.02,167.85,40.44,96.26,97.63,66.8,37.86,203.92,98.93,307.91,264.07,414.55,142.61,101.55,43.21,124.55,88.88,113.97,89.46,104.24,259.2,60.81,119.7,"1,115.68",225.21,133.62,246.82
9:59:10,"9,940.68","8,435.05","13,457.27","11,509.21",113.86,"1,444.28",252.85,475.27,167.78,40.52,96.26,97.63,66.8,37.86,204.05,98.93,307.88,264.07,414.22,142.35,101.55,43.22,124.55,88.86,113.98,89.46,104.24,259.2,60.81,119.7,"1,115.62",225.21,133.62,246.82
9:59:15,"9,943.92","8,438.21","13,457.80","11,509.85",113.86,"1,444.28",252.93,475.27,167.76,40.44,96.27,97.65,66.8,37.86,204.05,98.93,307.88,264.07,414.45,142.35,101.58,43.22,124.54,88.86,113.97,89.46,104.62,259.2,60.81,119.7,"1,115.62",225.21,133.62,246.85
9:59:20,"9,939.65","8,433.71","13,453.55","11,503.52",113.86,"1,444.28",252.96,475.19,167.77,40.52,96.27,97.64,66.8,37.86,204.05,98.93,307.58,264.07,414.23,142.35,101.59,43.21,124.56,88.85,113.98,89.47,104.25,259.19,60.81,119.51,"1,115.90",225.21,133.02,246.83
9:59:25,"9,944.45","8,438.40","13,458.84","11,509.90",113.86,"1,444.28",253.13,475.26,167.78,40.52,96.27,97.64,66.8,37.86,204.05,98.8,307.58,264.07,414.46,142.36,101.59,43.19,124.58,88.85,113.94,89.47,104.63,259.19,60.78,119.51,"1,115.90",225.21,133.62,246.83
9:59:30,"9,944.37","8,438.43","13,458.59","11,510.02",113.86,"1,444.28",253.04,475.26,167.78,40.44,96.27,97.65,66.8,37.86,204.05,98.93,307.58,264.07,414.46,142.36,101.56,43.2,124.57,88.86,113.94,89.47,104.63,259.17,60.81,119.48,"1,115.81",225.21,133.62,246.83
9:59:35,"9,945.55","8,440.02","13,456.87","11,509.59",113.86,"1,444.28",252.95,475.26,167.78,40.44,96.29,97.65,66.83,37.86,204.05,98.93,307.62,264.07,414.6,142.61,101.59,43.22,124.57,88.86,113.95,89.47,104.26,259.17,60.82,119.48,"1,115.42",225.21,133.62,246.87
9:59:40,"9,948.33","8,442.95","13,456.42","11,509.89",113.86,"1,444.28",252.95,475.26,167.78,40.52,96.29,97.65,66.83,37.86,204.05,98.93,307.62,264.07,414.82,142.61,101.59,43.22,124.57,88.85,113.95,89.47,104.63,259.16,60.82,119.48,"1,115.22",225.21,133.62,246.89
9:59:45,"9,948.24","8,442.87","13,457.31","11,510.96",113.86,"1,444.29",253.06,475.26,167.78,40.52,96.29,97.65,66.83,37.86,204.05,98.93,307.62,264.09,414.79,142.61,101.59,43.22,124.57,88.77,113.98,89.47,104.63,259.16,60.82,119.48,"1,115.22",225.21,133.62,246.88
9:59:50,"9,945.80","8,440.07","13,459.07","11,511.51",113.94,"1,444.25",253.06,475.53,167.74,40.52,96.31,97.69,66.83,37.86,204.05,98.93,307.62,264.09,414.56,142.61,101.58,43.22,124.57,88.78,113.98,89.47,104.24,259.16,60.82,119.48,"1,115.59",225.21,133.62,246.88
9:59:55,"9,946.47","8,440.46","13,459.98","11,511.64",113.94,"1,444.25",253.07,475.53,167.78,40.52,96.31,97.69,66.83,37.86,204.05,98.93,307.62,264.09,414.59,142.62,101.58,43.22,124.53,88.88,113.98,89.47,104.25,259.16,60.82,119.48,"1,115.82",225.19,133.62,246.88
10:00:00,"9,946.58","8,441.10","13,458.72","11,512.10",113.94,"1,444.25",253.07,475.66,167.79,40.52,96.31,97.69,66.83,37.86,204.05,98.93,307.62,264.09,414.63,142.61,101.62,43.24,124.55,88.88,113.98,89.47,104.25,259.16,60.83,119.48,"1,115.35",225.19,133.62,246.91
10:00:05,"9,943.79","8,438.56","13,456.18","11,509.71",113.94,"1,442.86",252.94,475.4,167.79,40.52,96.31,97.69,66.83,37.86,204.05,98.93,307.62,264.09,414.48,142.36,101.6,43.19,124.57,88.87,113.97,89.47,104.65,259.16,60.8,119.48,"1,115.19",225.2,133.62,246.89
10:00:10,"9,942.18","8,436.92","13,452.13","11,504.57",113.86,"1,444.31",252.94,475.4,167.78,40.52,96.31,97.69,66.83,37.86,204.05,98.93,307.62,264.07,414.46,142.37,101.6,43.2,124.45,88.88,113.93,89.47,104.65,259.18,60.83,119.48,"1,115.25",225.2,133.02,246.92
10:00:15,"9,948.49","8,443.07","13,458.06","11,511.72",113.86,"1,444.54",253.05,475.39,167.82,40.52,96.31,97.69,66.83,37.86,204.05,98.93,307.62,264.07,414.79,142.62,101.59,43.2,124.45,88.89,113.98,89.47,104.65,259.18,60.83,119.48,"1,115.25",225.2,133.62,246.92
10:00:20,"9,939.73","8,434.61","13,457.76","11,511.65",113.86,"1,444.54",253.05,475.39,167.82,40.44,96.31,97.69,66.83,37.86,204.05,98.94,307.62,264.07,414.14,142.36,101.59,43.21,124.19,88.89,113.98,89.47,104.26,259.18,60.83,119.48,"1,115.18",225.17,133.62,246.96
10:00:25,"9,945.68","8,440.32","13,456.89","11,510.30",113.93,"1,444.54",252.86,475.38,167.82,40.52,96.3,97.67,66.83,37.86,204.05,98.94,307.62,264.07,414.61,142.61,101.58,43.21,124.58,88.89,113.99,89.47,104.26,259.18,60.83,119.48,"1,115.25",225.17,133.62,246.96
10:00:30,"9,943.10","8,438.44","13,456.34","11,512.00",113.93,"1,444.50",253.05,475.38,167.85,40.44,96.3,97.67,66.83,37.86,204.05,98.93,307.62,264.11,414.42,142.35,101.58,43.2,124.46,88.88,113.99,89.47,104.64,259.18,60.83,119.48,"1,114.69",225.2,133.62,246.96
10:00:35,"9,943.72","8,438.81","13,457.01","11,511.91",113.93,"1,444.50",253.05,475.38,167.83,40.52,96.3,97.67,66.83,37.86,203.93,98.93,307.62,264.24,414.45,142.36,101.58,43.21,124.46,88.89,113.99,89.51,104.64,259.18,60.78,119.48,"1,114.90",225.2,133.62,246.96
10:00:40,"9,943.69","8,439.11","13,455.08","11,510.83",114.01,"1,443.01",253.07,475.39,167.77,40.52,96.3,97.67,66.82,37.97,203.93,98.93,307.62,263.97,414.5,142.6,101.56,43.21,124.46,88.8,114.03,89.51,104.26,259.18,60.78,119.43,"1,114.61",225.2,133.62,246.96
10:00:45,"9,948.23","8,442.62","13,458.59","11,511.62",114.01,"1,444.40",253.05,475.66,167.77,40.52,96.3,97.67,66.82,37.97,203.91,98.93,307.62,263.97,414.76,142.59,101.58,43.2,124.46,88.89,114.03,89.51,104.64,259.18,60.77,119.43,"1,115.42",225.2,133.62,246.96
10:00:50,"9,947.53","8,442.58","13,456.78","11,511.86",113.93,"1,444.40",253.14,475.39,167.78,40.52,96.3,97.67,66.82,37.97,203.91,98.93,307.62,263.97,414.75,142.59,101.55,43.2,124.46,88.89,113.98,89.51,104.65,259.18,60.76,119.43,"1,114.85",225.2,133.62,246.97
10:00:55,"9,944.10","8,438.80","13,458.27","11,512.00",113.93,"1,444.18",253.14,475.38,167.78,40.43,96.3,97.67,66.83,37.97,203.91,98.93,307.62,263.97,414.45,142.34,101.57,43.2,124.55,88.88,113.98,89.51,104.65,259.25,60.79,119.43,"1,115.24",225.2,133.62,246.97
10:01:00,"9,941.48","8,436.19","13,458.28","11,511.79",113.93,"1,444.18",253.14,475.38,167.79,40.51,96.31,97.67,66.83,37.86,203.91,98.93,307.62,263.97,414.25,142.34,101.6,43.2,124.57,88.89,113.98,89.51,104.27,259.18,60.78,119.43,"1,115.30",225.2,133.62,246.97
10:01:05,"9,944.29","8,438.83","13,457.92","11,510.98",113.93,"1,444.18",253.13,475.65,167.79,40.51,96.3,97.67,66.83,37.86,203.91,98.8,307.62,263.97,414.48,142.34,101.58,43.2,124.58,88.89,114.02,89.51,104.66,259.16,60.78,119.43,"1,115.38",225.2,133.62,246.97
10:01:10,"9,938.51","8,433.54","13,451.77","11,504.91",113.86,"1,444.40",253.13,475.38,167.78,40.51,96.33,97.72,66.83,37.86,204.02,98.8,307.62,263.97,414.19,142.34,101.58,43.21,124.3,88.98,114.02,89.51,104.28,259.18,60.78,119.43,"1,115.07",225.2,133.02,246.97
10:01:15,"9,939.84","8,435.01","13,455.56","11,510.09",113.86,"1,444.40",253.04,475.38,167.86,40.43,96.32,97.7,66.83,37.86,204.02,98.8,307.62,263.97,414.2,142.34,101.61,43.2,124.31,88.98,114,89.51,104.28,259.18,60.78,119.43,"1,114.92",225.2,133.62,246.97
10:01:20,"9,943.99","8,439.22","13,455.36","11,510.49",113.86,"1,444.39",252.94,475.38,167.91,40.51,96.32,97.7,66.82,37.86,204.02,98.93,307.62,263.97,414.52,142.34,101.6,43.21,124.58,88.97,114.01,89.51,104.66,259.18,60.78,119.43,"1,114.77",225.2,133.62,246.97
10:01:25,"9,947.13","8,442.27","13,454.69","11,509.63",113.86,"1,444.34",252.94,475.39,167.93,40.43,96.32,97.7,66.82,37.86,204.02,98.93,307.62,263.97,414.77,142.58,101.62,43.23,124.31,88.98,114.01,89.51,104.66,259.22,60.78,119.42,"1,114.78",225.2,133.62,246.81
10:01:30,"9,941.85","8,436.93","13,456.95","11,511.64",113.86,"1,444.34",253.05,475.39,167.93,40.43,96.32,97.7,66.82,37.86,204.02,98.93,307.62,263.97,414.32,142.33,101.62,43.23,124.58,88.98,114,89.51,104.29,259.63,60.79,119.42,"1,114.95",225.2,133.62,246.81
10:01:35,"9,939.15","8,433.97","13,453.54","11,506.28",113.86,"1,444.34",253.14,475.14,167.89,40.51,96.32,97.7,66.83,37.86,204.02,98.93,307.62,263.97,414.2,142.33,101.58,43.23,124.31,88.97,114,89.51,104.28,259.62,60.78,119.48,"1,115.25",225.2,133.02,246.83
10:01:40,"9,942.79","8,438.07","13,455.81","11,511.10",113.86,"1,444.34",253.13,475.39,167.85,40.51,96.32,97.7,66.83,37.86,204.02,98.8,307.62,263.97,414.42,142.32,101.61,43.23,124.31,88.97,113.96,89.51,104.65,259.61,60.75,119.48,"1,114.75",225.2,133.62,246.83
10:01:45,"9,941.59","8,436.74","13,451.71","11,505.53",113.86,"1,444.34",253.14,475.41,167.88,40.43,96.32,97.7,66.83,37.86,204.02,98.8,307.91,263.97,414.43,142.33,101.61,43.23,124.3,88.98,114.01,89.51,104.66,259.6,60.75,119.48,"1,114.90",225.2,133.02,246.82
10:01:50,"9,947.69","8,442.83","13,452.07","11,506.51",113.86,"1,444.44",253.15,475.4,167.88,40.43,96.32,97.7,66.83,37.86,204.02,98.93,307.62,263.97,414.88,142.59,101.61,43.23,124.58,88.98,114.01,89.51,104.66,259.61,60.77,119.48,"1,114.77",225.2,133.02,246.83
10:01:55,"9,942.66","8,437.63","13,453.24","11,506.81",113.86,"1,444.44",253.15,475.31,167.88,40.43,96.32,97.7,66.83,37.86,204.02,98.93,307.91,263.97,414.47,142.36,101.61,43.23,124.31,88.98,114,89.51,104.66,259.61,60.77,119.48,"1,115.04",225.2,133.02,246.83
10:02:00,"9,942.01","8,437.29","13,452.13","11,506.58",113.86,"1,444.34",253.08,475.58,167.88,40.43,96.32,97.7,66.83,37.86,203.91,98.93,307.91,263.97,414.45,142.35,101.6,43.23,124.29,88.98,114,89.51,104.66,259.61,60.79,119.48,"1,114.77",225.2,133.02,246.83
10:02:05,"9,938.78","8,434.15","13,451.39","11,505.73",113.86,"1,444.25",253.07,475.32,167.84,40.43,96.32,97.7,66.83,37.86,204.02,98.94,307.91,263.97,414.22,142.35,101.6,43.21,124.3,88.98,114.04,89.51,104.29,259.62,60.77,119.48,"1,114.76",225.2,133.02,246.81
10:02:10,"9,940.19","8,435.33","13,456.77","11,511.47",113.86,"1,444.25",252.97,475.46,167.88,40.51,96.31,97.7,66.82,37.86,204.02,98.94,307.91,264.06,414.2,142.36,101.6,43.21,124.3,88.89,114.04,89.51,104.28,259.62,60.79,119.48,"1,114.94",225.2,133.62,246.81
10:02:15,"9,941.25","8,436.89","13,454.86","11,511.12",113.86,"1,444.25",252.96,475.46,167.84,40.51,96.31,97.7,66.82,37.86,204.02,98.94,307.91,263.92,414.32,142.36,101.62,43.23,124.57,88.89,114.03,89.51,104.29,259.61,60.79,119.48,"1,114.48",225.2,133.62,246.83
10:02:20,"9,945.03","8,440.08","13,457.12","11,512.05",113.86,"1,444.25",253.04,475.72,167.82,40.43,96.33,97.73,66.82,37.86,203.91,98.93,307.91,263.92,414.55,142.36,101.63,43.23,124.57,88.91,114.04,89.51,104.67,259.61,60.79,119.48,"1,114.90",225.23,133.62,246.84
10:02:25,"9,947.76","8,442.96","13,456.58","11,512.18",113.86,"1,444.02",253.04,475.72,167.88,40.43,96.34,97.75,66.82,37.86,203.91,98.93,307.91,263.96,414.77,142.61,101.63,43.23,124.3,88.9,114.04,89.51,104.65,259.61,60.78,119.51,"1,114.72",225.23,133.62,246.82
10:02:30,"9,939.83","8,435.40","13,455.82","11,511.93",113.86,"1,444.25",253.07,475.46,167.88,40.43,96.33,97.73,66.82,37.86,203.91,98.94,307.91,263.96,414.19,142.35,101.61,43.23,124.3,88.9,114.03,89.51,104.27,259.61,60.78,119.51,"1,114.56",225.23,133.62,246.78
10:02:35,"9,944.57","8,439.76","13,456.61","11,511.88",113.86,"1,444.25",253.07,475.44,167.88,40.43,96.33,97.73,66.82,37.86,203.91,98.94,307.91,263.96,414.53,142.6,101.63,43.23,124.3,88.9,113.99,89.51,104.27,259.61,60.78,119.48,"1,114.80",225.23,133.62,246.78
10:02:40,"9,948.76","8,443.87","13,456.82","11,512.27",113.86,"1,444.32",253.07,475.7,167.86,40.43,96.33,97.73,66.82,37.86,203.91,98.94,307.91,263.96,414.84,142.6,101.62,43.22,124.56,88.9,113.99,89.51,104.65,259.61,60.78,119.48,"1,114.77",225.26,133.62,246.78
10:02:45,"9,948.28","8,443.69","13,455.69","11,511.96",113.86,"1,444.42",253.06,475.71,167.81,40.43,96.32,97.73,66.8,37.86,203.91,98.94,307.91,263.96,414.83,142.6,101.61,43.21,124.57,88.89,113.99,89.51,104.66,259.61,60.78,119.48,"1,114.51",225.26,133.62,246.78
10:02:50,"9,948.42","8,444.05","13,454.82","11,511.74",113.86,"1,444.19",253.05,475.45,167.81,40.43,96.33,97.73,66.82,37.86,203.91,98.94,307.91,263.96,414.86,142.62,101.6,43.23,124.57,88.9,113.99,89.51,104.65,259.59,60.81,119.48,"1,114.32",225.26,133.62,246.78
10:02:55,"9,939.77","8,435.25","13,455.17","11,510.78",113.86,"1,444.12",253.05,475.45,167.78,40.43,96.33,97.73,66.82,37.86,203.91,98.8,307.89,263.99,414.2,142.37,101.61,43.21,124.29,88.9,113.99,89.51,104.28,259.59,60.83,119.51,"1,114.65",225.26,133.62,246.78
10:03:00,"9,948.55","8,443.48","13,456.23","11,510.84",113.86,"1,444.12",253.05,475.45,167.81,40.43,96.33,97.73,66.81,37.86,203.91,98.8,307.89,263.99,414.84,142.6,101.62,43.21,124.57,88.9,113.99,89.51,104.65,259.59,60.83,119.48,"1,114.94",225.26,133.62,246.78
10:03:05,"9,939.72","8,435.30","13,448.30","11,502.87",113.86,"1,444.12",252.86,475.44,167.81,40.39,96.33,97.73,66.81,37.86,203.91,98.79,307.89,263.99,414.37,142.33,101.58,43.21,124.31,88.9,113.99,89.51,104.65,259.59,60.81,119.48,"1,114.56",225.25,133.02,246.78
10:03:10,"9,939.44","8,434.87","13,450.72","11,505.22",113.86,"1,444.12",252.97,475.44,167.85,40.39,96.33,97.73,66.81,37.86,204.02,98.93,307.89,263.99,414.29,142.36,101.57,43.22,124.57,88.9,114.03,89.51,104.28,259.59,60.81,119.48,"1,114.69",225.25,133.02,246.8
10:03:15,"9,944.49","8,439.50","13,456.82","11,511.44",113.86,"1,444.12",252.97,475.44,167.88,40.39,96.33,97.73,66.82,37.97,204.02,98.92,307.89,263.96,414.52,142.6,101.57,43.24,124.31,88.9,114.03,89.51,104.28,259.59,60.81,119.48,"1,114.96",225.26,133.62,246.8
10:03:20,"9,947.77","8,442.72","13,457.68","11,512.59",113.86,"1,444.12",253.06,475.7,167.88,40.39,96.33,97.73,66.82,37.96,204.02,98.92,307.92,263.96,414.74,142.6,101.59,43.23,124.31,88.9,114,89.51,104.65,259.59,60.83,119.42,"1,114.93",225.26,133.62,246.79
10:03:25,"9,948.19","8,442.93","13,458.86","11,513.23",113.86,"1,444.12",253.14,475.69,167.88,40.39,96.34,97.73,66.83,37.96,204.02,98.92,307.92,263.96,414.75,142.6,101.59,43.23,124.32,88.9,114.05,89.51,104.65,259.6,60.81,119.42,"1,115.12",225.26,133.62,246.79
10:03:30,"9,943.48","8,438.37","13,458.62","11,513.09",113.86,"1,444.12",253.14,475.7,167.89,40.39,96.33,97.71,66.83,37.96,204.02,98.93,307.92,263.96,414.4,142.34,101.59,43.23,124.31,88.9,114.01,89.51,104.65,259.6,60.81,119.42,"1,115.08",225.26,133.62,246.77
10:03:35,"9,944.79","8,439.75","13,457.64","11,512.28",113.86,"1,444.12",253.05,475.68,167.88,40.39,96.33,97.71,66.83,37.96,204.02,98.93,307.92,263.96,414.52,142.35,101.59,43.23,124.57,88.9,114.01,89.51,104.66,259.6,60.81,119.43,"1,115.00",225.26,133.62,246.77
10:03:40,"9,948.88","8,443.64","13,458.03","11,512.38",113.86,"1,444.12",253.14,475.67,167.88,40.47,96.32,97.71,66.82,37.96,204.02,98.79,307.92,263.98,414.82,142.59,101.58,43.21,124.57,88.9,114,89.51,104.66,259.62,60.81,119.43,"1,115.08",225.26,133.62,246.77
10:03:45,"9,948.64","8,443.72","13,457.07","11,512.44",113.86,"1,444.12",253.05,475.67,167.84,40.47,96.32,97.72,66.82,37.96,204.02,98.93,307.96,263.98,414.82,142.59,101.57,43.21,124.57,88.9,114,89.51,104.67,259.61,60.81,119.43,"1,114.80",225.26,133.62,246.77
10:03:50,"9,947.71","8,442.87","13,457.02","11,512.60",113.86,"1,444.35",253.05,475.67,167.84,40.47,96.32,97.72,66.82,37.96,204.02,98.93,307.98,264.01,414.75,142.6,101.6,43.23,124.31,88.91,114,89.51,104.67,259.61,60.81,119.43,"1,114.74",225.24,133.62,246.78
10:03:55,"9,943.28","8,438.45","13,457.49","11,512.76",113.86,"1,444.44",253.05,475.67,167.84,40.39,96.32,97.72,66.82,37.96,204.02,98.93,307.98,264.19,414.41,142.34,101.58,43.23,124.29,88.9,114,89.51,104.67,259.61,60.81,119.46,"1,114.84",225.24,133.62,246.76
10:04:00,"9,948.24","8,443.36","13,455.46","11,510.62",113.86,"1,444.37",252.94,475.5,167.84,40.39,96.32,97.72,66.82,37.96,204.02,98.79,307.98,264.19,414.83,142.59,101.58,43.23,124.57,88.9,114,89.51,104.67,259.6,60.83,119.46,"1,114.77",225.24,133.62,246.76
10:04:05,"9,942.97","8,438.05","13,456.98","11,511.79",113.94,"1,444.43",253.05,475.66,167.85,40.39,96.32,97.72,66.82,37.96,204.02,98.79,307.98,264.16,414.4,142.34,101.59,43.21,124.31,88.91,113.96,89.51,104.67,259.6,60.81,119.46,"1,114.93",225.23,133.62,246.76
