交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
2017/5/10,TXO,201706,11000,賣權,-,-,-,-,0,1070,5,-,-,-,-,,一般
2017/5/10,TXO,201706,11200,買權,0.7,0.7,0.5,0.5,12,0.7,8063,0.4,0.7,11.5,0.3,,一般
2017/5/10,TXO,201706,11200,賣權,-,-,-,-,0,1270,2,-,-,-,-,,一般
2017/5/10,TXO,201706,11400,買權,0.3,0.3,0.3,0.3,1,0.3,310,0.2,0.4,2.5,0.3,,一般
2017/5/10,TXO,201706,11400,賣權,-,-,-,-,0,1470,0,-,-,-,-,,一般
2017/5/10,TXO,201706,11600,買權,-,-,-,-,0,0.1,1737,-,-,-,-,,一般
2017/5/10,TXO,201706,11600,賣權,-,-,-,-,0,1660,12,-,-,-,-,,一般
2017/5/10,TXO,201706,11800,買權,0.1,0.1,0.1,0.1,1,0.1,245,-,0.5,1,0.1,,一般
2017/5/10,TXO,201706,11800,賣權,-,-,-,-,0,1860,0,-,-,-,-,,一般
2017/5/10,TXO,201706,12000,買權,-,-,-,-,0,0.1,418,-,-,-,-,,一般
2017/5/10,TXO,201706,12000,賣權,-,-,-,-,0,2060,0,-,-,-,-,,一般
2017/5/10,TXO,201707,8100,買權,-,-,-,-,0,1670,0,-,-,-,-,,一般
2017/5/10,TXO,201707,8100,賣權,3.7,3.7,3.7,3.7,5,3.7,1008,3.7,4,14.5,3.5,,一般
2017/5/10,TXO,201707,8200,買權,-,-,-,-,0,1570,0,-,-,-,-,,一般
2017/5/10,TXO,201707,8200,賣權,4.1,4.3,4.1,4.1,13,4.2,604,2.3,4.3,17.5,3.8,,一般
2017/5/10,TXO,201707,8300,買權,-,-,-,-,0,1470,0,-,-,-,-,,一般
2017/5/10,TXO,201707,8300,賣權,4.9,5.4,4.9,4.9,3,5.2,344,5.2,20,22,4.6,,一般
2017/5/10,TXO,201707,8400,買權,-,-,-,-,0,1370,0,-,-,-,-,,一般
2017/5/10,TXO,201707,8400,賣權,6,6.3,6,6,3,6.3,295,6.3,22,25,5.1,,一般
2017/5/10,TXO,201707,8500,買權,-,-,-,-,0,1270,0,-,-,-,-,,一般
2017/5/10,TXO,201707,8500,賣權,7,7.4,7,7,2,7.3,412,4,7.3,33.5,6.5,,一般
2017/5/10,TXO,201707,8600,買權,-,-,-,-,0,1170,0,-,-,-,-,,一般
2017/5/10,TXO,201707,8600,賣權,8.6,9.2,8.6,8.6,32,8.7,341,8.6,8.8,42,8,,一般
2017/5/10,TXO,201707,8700,買權,-,-,-,-,0,1070,0,-,-,-,-,,一般
2017/5/10,TXO,201707,8700,賣權,11,11,10,10,9,10,602,9.6,10,51,9.4,,一般
2017/5/10,TXO,201707,8800,買權,-,-,-,-,0,975,0,-,-,-,-,,一般
2017/5/10,TXO,201707,8800,賣權,13,13,12,12,41,12,1823,11.5,12.5,64,11,,一般
2017/5/10,TXO,201707,8900,買權,-,-,-,-,0,880,2,-,-,-,-,,一般
2017/5/10,TXO,201707,8900,賣權,15,16,14,14,237,14,1488,14,14.5,87,12.5,,一般
2017/5/10,TXO,201707,9000,買權,-,-,-,-,0,780,1,-,-,-,-,,一般
2017/5/10,TXO,201707,9000,賣權,21,21,18,18,276,18,4234,18.5,20.5,100,16.5,,一般
2017/5/10,TXO,201707,9100,買權,-,-,-,-,0,690,1,-,-,-,-,,一般
2017/5/10,TXO,201707,9100,賣權,26,27,23,23,146,23.5,1683,21.5,24,120,21,,一般
2017/5/10,TXO,201707,9200,買權,-,-,-,-,0,595,6,-,-,-,-,,一般
2017/5/10,TXO,201707,9200,賣權,34.5,35.5,31,31,337,31,1850,30,31.5,155,29,,一般
2017/5/10,TXO,201707,9300,買權,-,-,-,-,0,505,13,-,-,-,-,,一般
2017/5/10,TXO,201707,9300,賣權,45.5,47,42,42,87,42,1906,41,44.5,189,37.5,,一般
2017/5/10,TXO,201707,9400,買權,-,-,-,-,0,422,50,-,-,-,-,,一般
2017/5/10,TXO,201707,9400,賣權,61,63,57,57,246,57,1354,55,57,210,52,,一般
2017/5/10,TXO,201707,9500,買權,335,335,327,327,48,342,281,154,665,358,169,,一般
2017/5/10,TXO,201707,9500,賣權,83,85,77,77,129,77,1699,74,81,264,71,,一般
2017/5/10,TXO,201707,9600,買權,254,269,250,250,11,269,182,250,288,290,126,,一般
2017/5/10,TXO,201707,9600,賣權,110,114,103,103,197,103,3707,102,108,330,94,,一般
2017/5/10,TXO,201707,9700,買權,199,208,199,199,5,202,240,203,250,226,92,,一般
2017/5/10,TXO,201707,9700,賣權,152,153,138,138,93,138,1011,138,146,327,129,,一般
2017/5/10,TXO,201707,9800,買權,151,154,146,146,45,154,516,44,158,170,61,,一般
2017/5/10,TXO,201707,9800,賣權,202,202,191,191,7,191,358,161,201,383,175,,一般
2017/5/10,TXO,201707,9900,買權,106,111,104,104,36,110,805,84,478,123,40,,一般
2017/5/10,TXO,201707,9900,賣權,252,252,252,252,6,245,220,150,253,440,232,,一般
2017/5/10,TXO,201707,10000,買權,69,79,67,67,173,77,1540,75,78,89,25.5,,一般
2017/5/10,TXO,201707,10000,賣權,325,325,325,325,10,312,128,300,755,437,295,,一般
2017/5/10,TXO,201707,10200,買權,30.5,36,30.5,30.5,544,35,5883,35,36,41,10.5,,一般
2017/5/10,TXO,201707,10200,賣權,-,-,-,-,0,469,13,-,-,-,-,,一般
2017/5/10,TXO,201707,10400,買權,13.5,16,13,13,1323,15.5,4617,15.5,16,18,4.7,,一般
2017/5/10,TXO,201707,10400,賣權,-,-,-,-,0,650,0,-,-,-,-,,一般
2017/5/10,TXO,201707,10600,買權,6.2,7.7,6.2,6.2,250,7.7,1023,7.5,8,8,2.8,,一般
2017/5/10,TXO,201707,10600,賣權,-,-,-,-,0,840,0,-,-,-,-,,一般
2017/5/10,TXO,201707,10800,買權,3.4,4,3.4,3.4,28,4,116,3.7,54,4,1.7,,一般
2017/5/10,TXO,201707,10800,賣權,-,-,-,-,0,1040,0,-,-,-,-,,一般
2017/5/10,TXO,201707,11000,買權,1.9,2.1,1.9,1.9,10,2.1,218,-,50,2.1,1,,一般
2017/5/10,TXO,201707,11000,賣權,-,-,-,-,0,1240,0,-,-,-,-,,一般
2017/5/10,TXO,201707,11200,買權,-,-,-,-,0,0.1,14,-,-,-,-,,一般
2017/5/10,TXO,201707,11200,賣權,-,-,-,-,0,1440,0,-,-,-,-,,一般
2017/5/10,TXO,201707,11400,買權,-,-,-,-,0,0.1,300,-,-,-,-,,一般
2017/5/10,TXO,201707,11400,賣權,-,-,-,-,0,1640,0,-,-,-,-,,一般
2017/5/10,TXO,201707,11600,買權,0.8,0.8,0.8,0.8,1,0.1,11,-,0.8,0.8,0.5,,一般
2017/5/10,TXO,201707,11600,賣權,-,-,-,-,0,1840,0,-,-,-,-,,一般
2017/5/10,TXO,201709,7200,買權,-,-,-,-,0,2350,25,-,-,-,-,,一般
2017/5/10,TXO,201709,7200,賣權,8,8.1,7.3,7.3,212,7.3,6059,6,7.4,72,5.8,,一般
2017/5/10,TXO,201709,7400,買權,-,-,-,-,0,2150,0,-,-,-,-,,一般
2017/5/10,TXO,201709,7400,賣權,9.8,9.9,9.3,9.3,53,9.3,1712,9.1,55,92,7.1,,一般
2017/5/10,TXO,201709,7600,買權,-,-,-,-,0,1950,5,-,-,-,-,,一般
2017/5/10,TXO,201709,7600,賣權,11.5,11.5,11,11,4,11,1011,10.5,11.5,116,9.2,,一般
2017/5/10,TXO,201709,7800,買權,-,-,-,-,0,1750,5,-,-,-,-,,一般
2017/5/10,TXO,201709,7800,賣權,13,13.5,13,13,76,13,2027,12,13.5,148,11,,一般
2017/5/10,TXO,201709,8000,買權,-,-,-,-,0,1560,14,-,-,-,-,,一般
2017/5/10,TXO,201709,8000,賣權,18,18,15.5,15.5,50,15.5,2010,15,17,186,14,,一般
2017/5/10,TXO,201709,8200,買權,-,-,-,-,0,1360,2,-,-,-,-,,一般
2017/5/10,TXO,201709,8200,賣權,22,22.5,20,20,53,20,1850,19,22,236,19.5,,一般
2017/5/10,TXO,201709,8400,買權,-,-,-,-,0,1170,30,-,-,-,-,,一般
2017/5/10,TXO,201709,8400,賣權,30.5,32,28.5,28.5,54,32,2301,28,34,293,27,,一般
2017/5/10,TXO,201709,8600,買權,-,-,-,-,0,985,44,-,-,-,-,,一般
2017/5/10,TXO,201709,8600,賣權,44.5,45,40,40,119,40,1729,40,43.5,363,38.5,,一般
2017/5/10,TXO,201709,8800,買權,-,-,-,-,0,800,223,-,-,-,-,,一般
2017/5/10,TXO,201709,8800,賣權,63,67,60,60,70,60,2365,55,64,451,57,,一般
2017/5/10,TXO,201709,9000,買權,640,640,640,640,2,640,328,630,980,735,285,,一般
2017/5/10,TXO,201709,9000,賣權,97,99,90,90,276,90,1550,91,92,560,86,,一般
2017/5/10,TXO,201709,9200,買權,472,478,472,472,7,479,470,479,488,580,203,,一般
2017/5/10,TXO,201709,9200,賣權,142,142,133,133,86,133,1043,131,134,650,130,,一般
2017/5/10,TXO,201709,9400,買權,341,350,338,338,18,350,619,344,351,450,145,,一般
2017/5/10,TXO,201709,9400,賣權,201,207,200,200,21,200,906,198,200,715,189,,一般
2017/5/10,TXO,201709,9600,買權,232,241,225,225,25,241,1376,234,241,331,98,,一般
2017/5/10,TXO,201709,9600,賣權,295,295,295,295,1,295,492,287,288,870,251,,一般
2017/5/10,TXO,201709,9800,買權,150,156,148,148,71,154,2219,152,155,251,64,,一般
2017/5/10,TXO,201709,9800,賣權,-,-,-,-,0,410,322,-,-,-,-,,一般
2017/5/10,TXO,201709,10000,買權,90,95,86,86,84,93,3674,92,96,180,42,,一般
2017/5/10,TXO,201709,10000,賣權,560,560,560,560,1,545,79,540,970,1170,525,,一般
2017/5/10,TXO,201709,10400,買權,33,34.5,30,30,102,34.5,6007,33.5,34,90,15.5,,一般
2017/5/10,TXO,201709,10400,賣權,-,-,-,-,0,885,6,-,-,-,-,,一般
2017/5/10,TXO,201709,10800,買權,12,13,12,12,21,12.5,5060,12.5,13,41.5,6.7,,一般
2017/5/10,TXO,201709,10800,賣權,-,-,-,-,0,1260,4,-,-,-,-,,一般
2017/5/10,TXO,201709,11200,買權,5.5,6.4,5.5,5.5,16,6.4,2825,5.8,7,18,3.3,,一般
2017/5/10,TXO,201709,11200,賣權,-,-,-,-,0,1660,15,-,-,-,-,,一般
2017/5/10,TXO,201709,11600,買權,3.2,3.5,3.2,3.2,42,3.4,1606,2.8,51,9.9,1.6,,一般
2017/5/10,TXO,201709,11600,賣權,-,-,-,-,0,2050,0,-,-,-,-,,一般
2017/5/10,TXO,201709,12000,買權,1.7,1.7,1.7,1.7,60,1.7,2590,1.7,1.9,6.4,0.9,,一般
2017/5/10,TXO,201709,12000,賣權,-,-,-,-,0,2450,0,-,-,-,-,,一般
2017/5/10,TXO,201712,7600,買權,-,-,-,-,0,1930,0,-,-,-,-,,一般
2017/5/10,TXO,201712,7600,賣權,27.5,28.5,26,26,80,26,4425,26,26.5,62,25,,一般
2017/5/10,TXO,201712,7800,買權,-,-,-,-,0,1740,0,-,-,-,-,,一般
2017/5/10,TXO,201712,7800,賣權,35.5,36,33.5,33.5,12,33.5,1115,33,34,78,32.5,,一般
2017/5/10,TXO,201712,8000,買權,-,-,-,-,0,1550,0,-,-,-,-,,一般
2017/5/10,TXO,201712,8000,賣權,46,47,43.5,43.5,13,43.5,1477,43.5,44,97,42,,一般
2017/5/10,TXO,201712,8200,買權,-,-,-,-,0,1360,0,-,-,-,-,,一般
2017/5/10,TXO,201712,8200,賣權,60,61,57,57,17,58,1330,57,61,127,56,,一般
2017/5/10,TXO,201712,8400,買權,-,-,-,-,0,1180,38,-,-,-,-,,一般
2017/5/10,TXO,201712,8400,賣權,80,81,77,77,17,77,1502,74,79,162,74,,一般
2017/5/10,TXO,201712,8600,買權,-,-,-,-,0,1010,21,-,-,-,-,,一般
2017/5/10,TXO,201712,8600,賣權,106,106,100,100,36,100,1338,96,101,206,98,,一般
2017/5/10,TXO,201712,8800,買權,830,840,830,830,4,840,48,800,870,915,670,,一般
2017/5/10,TXO,201712,8800,賣權,144,144,136,136,22,136,945,136,142,268,133,,一般
2017/5/10,TXO,201712,9000,買權,690,690,685,685,4,690,107,690,1020,760,515,,一般
2017/5/10,TXO,201712,9000,賣權,189,189,181,181,22,181,995,180,181,332,176,,一般
2017/5/10,TXO,201712,9200,買權,-,-,-,-,0,550,59,-,-,-,-,,一般
2017/5/10,TXO,201712,9200,賣權,254,254,239,239,31,239,719,238,249,412,235,,一般
2017/5/10,TXO,201712,9400,買權,415,423,415,415,2,424,92,424,434,490,300,,一般
2017/5/10,TXO,201712,9400,賣權,325,325,312,312,20,312,254,312,318,500,305,,一般
2017/5/10,TXO,201712,9600,買權,318,327,318,318,15,327,223,321,327,400,216,,一般
2017/5/10,TXO,201712,9600,賣權,410,415,407,407,25,416,91,406,415,620,400,,一般
2017/5/10,TXO,201712,9800,買權,224,234,223,223,31,232,495,232,238,314,152,,一般
2017/5/10,TXO,201712,9800,賣權,525,530,515,515,27,515,182,515,520,755,505,,一般
2017/5/10,TXO,201712,10000,買權,158,164,155,155,81,162,1936,163,164,233,100,,一般
2017/5/10,TXO,201712,10000,賣權,670,670,650,650,9,650,144,645,1660,905,635,,一般
2017/5/10,TXO,201712,10400,買權,71,77,71,71,145,77,3805,74,77,124,42.5,,一般
2017/5/10,TXO,201712,10400,賣權,-,-,-,-,0,960,20,-,-,-,-,,一般
2017/5/10,TXO,201712,10800,買權,32,34,30,30,123,33.5,3667,33.5,34,60,17.5,,一般
2017/5/10,TXO,201712,10800,賣權,-,-,-,-,0,1320,0,-,-,-,-,,一般
2017/5/10,TXO,201712,11200,買權,15,15.5,14.5,14.5,45,15.5,2769,15,15.5,29.5,9,,一般
2017/5/10,TXO,201712,11200,賣權,-,-,-,-,0,1700,0,-,-,-,-,,一般
2017/5/10,TXO,201712,11600,買權,8.6,8.9,8.3,8.3,27,8.3,1767,8.3,8.8,14,4.7,,一般
2017/5/10,TXO,201712,11600,賣權,-,-,-,-,0,2090,0,-,-,-,-,,一般
2017/5/10,TXO,201712,12000,買權,4.8,5.3,4.8,4.8,22,5.3,5797,5,5.4,8,2.1,,一般
2017/5/10,TXO,201712,12000,賣權,-,-,-,-,0,2480,0,-,-,-,-,,一般
2017/5/11,TXO,201705,8100,買權,1880,1880,1880,1880,4,1890,5,1420,2280,1880,1520,,一般
2017/5/11,TXO,201705,8100,賣權,0.2,0.2,0.2,0.2,1,0.1,4646,-,0.2,3.8,0.1,,一般
2017/5/11,TXO,201705,8200,買權,-,-,-,-,0,1790,2,-,-,-,-,,一般
2017/5/11,TXO,201705,8200,賣權,-,-,-,-,0,0.1,1869,-,-,-,-,,一般
2017/5/11,TXO,201705,8300,買權,-,-,-,-,0,1690,2,-,-,-,-,,一般
2017/5/11,TXO,201705,8300,賣權,-,-,-,-,0,0.1,2776,-,-,-,-,,一般
2017/5/11,TXO,201705,8400,買權,-,-,-,-,0,1590,3,-,-,-,-,,一般
2017/5/11,TXO,201705,8400,賣權,-,-,-,-,0,0.1,2316,-,-,-,-,,一般
2017/5/11,TXO,201705,8500,買權,-,-,-,-,0,1490,3,-,-,-,-,,一般
2017/5/11,TXO,201705,8500,賣權,0.2,0.2,0.2,0.2,20,0.1,3699,-,0.2,19,0.1,,一般
2017/5/11,TXO,201705,8600,買權,-,-,-,-,0,1390,54,-,-,-,-,,一般
2017/5/11,TXO,201705,8600,賣權,0.1,0.2,0.1,0.1,86,0.1,7601,-,0.2,24,0.1,,一般
2017/5/11,TXO,201705,8700,買權,-,-,-,-,0,1290,12,-,-,-,-,,一般
2017/5/11,TXO,201705,8700,賣權,0.2,0.2,0.1,0.1,254,0.1,24134,0.1,0.2,30.5,0.1,,一般
2017/5/11,TXO,201705,8800,買權,-,-,-,-,0,1190,61,-,-,-,-,,一般
2017/5/11,TXO,201705,8800,賣權,0.2,0.2,0.2,0.2,356,0.2,20999,0.1,0.2,38,0.2,,一般
2017/5/11,TXO,201705,8900,買權,-,-,-,-,0,1090,13,-,-,-,-,,一般
2017/5/11,TXO,201705,8900,賣權,0.3,0.3,0.1,0.1,187,0.2,10334,0.1,0.2,48,0.1,,一般
2017/5/11,TXO,201705,9000,買權,810,1080,810,810,6,990,20,685,1790,1080,620,,一般
2017/5/11,TXO,201705,9000,賣權,0.6,0.6,0.2,0.2,1122,0.2,12870,0.1,0.2,61,0.2,,一般
2017/5/11,TXO,201705,9100,買權,-,-,-,-,0,890,56,-,-,-,-,,一般
2017/5/11,TXO,201705,9100,賣權,0.7,0.7,0.2,0.2,772,0.2,12641,0.1,0.3,77,0.2,,一般
2017/5/11,TXO,201705,9200,買權,755,755,755,755,3,790,91,488,1130,775,420,,一般
2017/5/11,TXO,201705,9200,賣權,0.8,0.8,0.3,0.3,1366,0.3,18160,0.2,0.3,97,0.3,,一般
2017/5/11,TXO,201705,9300,買權,685,690,665,665,74,690,139,520,990,930,332,,一般
2017/5/11,TXO,201705,9300,賣權,1.4,1.4,0.3,0.3,2773,0.4,21506,0.3,0.4,122,0.3,,一般
2017/5/11,TXO,201705,9400,買權,550,595,550,550,70,590,502,483,890,595,254,,一般
2017/5/11,TXO,201705,9400,賣權,1.1,1.1,0.4,0.4,9130,0.4,27876,0.4,0.5,152,0.4,,一般
2017/5/11,TXO,201705,9500,買權,455,490,455,455,38,490,978,466,497,495,183,,一般
2017/5/11,TXO,201705,9500,賣權,2,2,0.6,0.6,16418,0.7,42117,0.6,0.7,190,0.6,,一般
2017/5/11,TXO,201705,9600,買權,360,398,353,353,176,391,2456,381,396,411,122,,一般
2017/5/11,TXO,201705,9600,賣權,2.6,2.6,0.9,0.9,15503,1,42785,0.9,1,231,0.9,,一般
2017/5/11,TXO,201705,9650,買權,313,313,313,313,3,341,5,48.5,555,313,286,,一般
2017/5/11,TXO,201705,9650,賣權,3.3,3.3,1.2,1.2,17113,1.3,11587,1.2,1.3,6,1.2,,一般
2017/5/11,TXO,201705,9700,買權,266,299,253,253,732,292,10618,288,294,330,73,,一般
2017/5/11,TXO,201705,9700,賣權,4.1,4.5,1.6,1.6,25916,1.7,36694,1.5,1.7,278,1.6,,一般
2017/5/11,TXO,201705,9750,買權,212,246,212,212,135,242,71,239,243,246,189,,一般
2017/5/11,TXO,201705,9750,賣權,5.7,6,2.4,2.4,25363,2.4,14704,2.4,2.5,11,2.4,,一般
2017/5/11,TXO,201705,9800,買權,171,202,156,156,4742,192,16607,191,193,260,39,,一般
2017/5/11,TXO,201705,9800,賣權,9.5,9.6,4,4,28688,4.1,40198,4.2,4.3,347,4,,一般
2017/5/11,TXO,201705,9850,買權,123,156,113,113,2697,146,2722,145,147,156,95,,一般
2017/5/11,TXO,201705,9850,賣權,15,17,7.2,7.2,30757,7.5,16721,7.5,7.7,26.5,7.2,,一般
2017/5/11,TXO,201705,9900,買權,85,115,75,75,38535,103,30213,103,105,199,17.5,,一般
2017/5/11,TXO,201705,9900,賣權,26,29.5,13.5,13.5,55268,15,35745,15,15.5,390,13.5,,一般
2017/5/11,TXO,201705,9950,買權,54,79,46,46,49567,68,18113,67,68,79,35.5,,一般
2017/5/11,TXO,201705,9950,賣權,44.5,50,26.5,26.5,45316,29,17756,28.5,29.5,68,26.5,,一般
2017/5/11,TXO,201705,10000,買權,31,49.5,26,26,76212,41,56292,40.5,41,145,7.1,,一般
2017/5/11,TXO,201705,10000,賣權,71,79,48,48,37630,51,18402,51,52,482,48,,一般
2017/5/11,TXO,201705,10100,買權,9.5,16.5,6.8,6.8,51643,12.5,25906,12,12.5,16.5,5.5,,一般
2017/5/11,TXO,201705,10100,賣權,145,158,118,118,4555,123,1955,123,124,187,118,,一般
2017/5/11,TXO,201705,10200,買權,2.5,5.1,1.8,1.8,28496,3.5,72711,3.5,3.6,88,1.8,,一般
2017/5/11,TXO,201705,10200,賣權,251,251,210,210,662,215,1126,213,216,605,210,,一般
2017/5/11,TXO,201705,10400,買權,0.3,0.4,0.2,0.2,15810,0.3,33307,0.2,0.5,48,0.2,,一般
2017/5/11,TXO,201705,10400,賣權,412,422,412,412,24,413,160,409,415,780,409,,一般
2017/5/11,TXO,201705,10600,買權,0.3,0.3,0.1,0.1,233,0.2,5402,0.1,0.3,25.5,0.1,,一般
2017/5/11,TXO,201705,10600,賣權,655,655,605,605,40,610,28,525,1630,980,605,,一般
2017/5/11,TXO,201705,10800,買權,-,-,-,-,0,0.2,2615,-,-,-,-,,一般
2017/5/11,TXO,201705,10800,賣權,820,855,820,820,2,810,14,790,835,1110,810,,一般
2017/5/11,TXO,201705,11000,買權,0.2,0.3,0.2,0.2,24,0.2,1039,-,0.2,6.2,0.1,,一般
2017/5/11,TXO,201705,11000,賣權,-,-,-,-,0,1010,2,-,-,-,-,,一般
2017/5/11,TXO,201705,11200,買權,0.2,0.2,0.2,0.2,1,0.2,551,-,0.2,3.1,0.1,,一般
2017/5/11,TXO,201705,11200,賣權,-,-,-,-,0,1210,1,-,-,-,-,,一般
2017/5/11,TXO,201705,11400,買權,-,-,-,-,0,0.2,482,-,-,-,-,,一般
2017/5/11,TXO,201705,11400,賣權,1430,1430,1430,1430,4,1410,5,1020,2420,1530,1430,,一般
2017/5/11,TXO,201705,11600,買權,0.2,0.2,0.2,0.2,94,0.2,234,-,0.2,0.6,0.2,,一般
2017/5/11,TXO,201705,11600,賣權,-,-,-,-,0,1610,0,-,-,-,-,,一般
2017/5/11,TXO,201706,7000,買權,-,-,-,-,0,2970,3,-,-,-,-,,一般
2017/5/11,TXO,201706,7000,賣權,0.3,0.3,0.2,0.2,116,0.2,8121,0.2,5,57,0.2,,一般
2017/5/11,TXO,201706,7100,買權,-,-,-,-,0,2870,0,-,-,-,-,,一般
2017/5/11,TXO,201706,7100,賣權,-,-,-,-,0,0.2,662,-,-,-,-,,一般
2017/5/11,TXO,201706,7200,買權,-,-,-,-,0,2770,0,-,-,-,-,,一般
2017/5/11,TXO,201706,7200,賣權,0.4,0.4,0.3,0.3,228,0.3,4776,0.2,0.8,96,0.3,,一般
2017/5/11,TXO,201706,7300,買權,-,-,-,-,0,2670,0,-,-,-,-,,一般
2017/5/11,TXO,201706,7300,賣權,-,-,-,-,0,0.3,333,-,-,-,-,,一般
2017/5/11,TXO,201706,7400,買權,-,-,-,-,0,2570,0,-,-,-,-,,一般
2017/5/11,TXO,201706,7400,賣權,0.5,0.5,0.5,0.5,1,0.5,2360,0.3,0.5,115,0.5,,一般
2017/5/11,TXO,201706,7500,買權,-,-,-,-,0,2470,0,-,-,-,-,,一般
2017/5/11,TXO,201706,7500,賣權,0.5,0.5,0.5,0.5,18,0.5,326,0.4,0.6,5.2,0.5,,一般
2017/5/11,TXO,201706,7600,買權,-,-,-,-,0,2370,0,-,-,-,-,,一般
2017/5/11,TXO,201706,7600,賣權,0.8,0.8,0.6,0.6,220,0.6,3488,0.5,0.6,140,0.6,,一般
2017/5/11,TXO,201706,7700,買權,-,-,-,-,0,2270,0,-,-,-,-,,一般
2017/5/11,TXO,201706,7700,賣權,0.7,0.7,0.6,0.6,70,0.6,368,0.5,0.6,5.5,0.6,,一般
2017/5/11,TXO,201706,7800,買權,-,-,-,-,0,2170,10,-,-,-,-,,一般
2017/5/11,TXO,201706,7800,賣權,0.8,0.9,0.8,0.8,21,0.9,2942,0.7,0.9,173,0.8,,一般
2017/5/11,TXO,201706,7900,買權,-,-,-,-,0,2070,0,-,-,-,-,,一般
2017/5/11,TXO,201706,7900,賣權,1,1,0.9,0.9,60,0.9,476,0.8,1,7.2,0.9,,一般
2017/5/11,TXO,201706,8000,買權,-,-,-,-,0,1970,45,-,-,-,-,,一般
2017/5/11,TXO,201706,8000,賣權,1.4,1.4,1.1,1.1,452,1.1,5680,1,1.4,212,1.1,,一般
2017/5/11,TXO,201706,8100,買權,-,-,-,-,0,1880,1,-,-,-,-,,一般
2017/5/11,TXO,201706,8100,賣權,1.5,1.5,1.3,1.3,133,1.3,2109,1.2,1.4,9.3,1.3,,一般
2017/5/11,TXO,201706,8200,買權,-,-,-,-,0,1780,35,-,-,-,-,,一般
2017/5/11,TXO,201706,8200,賣權,1.9,1.9,1.5,1.5,270,1.6,4203,1.4,1.6,262,1.5,,一般
2017/5/11,TXO,201706,8300,買權,-,-,-,-,0,1680,6,-,-,-,-,,一般
2017/5/11,TXO,201706,8300,賣權,2,2,1.7,1.7,111,1.7,847,1.6,1.9,13,1.7,,一般
2017/5/11,TXO,201706,8400,買權,-,-,-,-,0,1580,44,-,-,-,-,,一般
2017/5/11,TXO,201706,8400,賣權,2.4,2.4,2,2,409,2.2,4265,1.9,2.2,285,2,,一般
2017/5/11,TXO,201706,8500,買權,-,-,-,-,0,1480,1,-,-,-,-,,一般
2017/5/11,TXO,201706,8500,賣權,2.7,2.7,2.3,2.3,600,2.3,1784,2.2,2.3,17,2.3,,一般
2017/5/11,TXO,201706,8600,買權,-,-,-,-,0,1380,69,-,-,-,-,,一般
2017/5/11,TXO,201706,8600,賣權,3.1,3.1,2.5,2.5,657,2.6,5421,2.5,2.7,370,2.5,,一般
2017/5/11,TXO,201706,8700,買權,-,-,-,-,0,1280,2,-,-,-,-,,一般
2017/5/11,TXO,201706,8700,賣權,3.5,3.5,3,3,1505,3,2851,2.9,3,27,3,,一般
2017/5/11,TXO,201706,8800,買權,-,-,-,-,0,1180,188,-,-,-,-,,一般
2017/5/11,TXO,201706,8800,賣權,4.1,4.1,3.5,3.5,1344,3.7,9569,3.5,3.7,475,3.5,,一般
2017/5/11,TXO,201706,8900,買權,-,-,-,-,0,1080,4,-,-,-,-,,一般
2017/5/11,TXO,201706,8900,賣權,5,5,4.1,4.1,1854,4.3,3127,4.2,4.3,37,4.1,,一般
2017/5/11,TXO,201706,9000,買權,965,965,965,965,1,980,285,386,1400,965,280,,一般
2017/5/11,TXO,201706,9000,賣權,4.5,5.8,4.1,4.1,1083,5,9654,4.9,5.2,580,4.1,,一般
2017/5/11,TXO,201706,9100,買權,-,-,-,-,0,880,60,-,-,-,-,,一般
2017/5/11,TXO,201706,9100,賣權,7,7,5.8,5.8,1078,6.1,4385,5.9,6.3,62,5.8,,一般
2017/5/11,TXO,201706,9200,買權,790,790,790,790,2,780,752,765,795,790,200,,一般
2017/5/11,TXO,201706,9200,賣權,8.3,8.4,6.9,6.9,2279,7.2,9979,7,7.4,660,6.9,,一般
2017/5/11,TXO,201706,9300,買權,-,-,-,-,0,685,61,-,-,-,-,,一般
2017/5/11,TXO,201706,9300,賣權,11,11,8.9,8.9,1944,9.2,9844,9,9.2,100,8.9,,一般
2017/5/11,TXO,201706,9400,買權,570,585,560,560,16,585,1181,500,1000,765,138,,一般
2017/5/11,TXO,201706,9400,賣權,14,15.5,12,12,3200,12.5,11905,12.5,13,720,12,,一般
2017/5/11,TXO,201706,9500,買權,469,491,469,469,21,491,670,488,498,491,236,,一般
2017/5/11,TXO,201706,9500,賣權,22,22.5,17.5,17.5,4269,18,13101,17.5,18,163,17.5,,一般
2017/5/11,TXO,201706,9600,買權,378,409,375,375,398,400,3386,401,406,436,92,,一般
2017/5/11,TXO,201706,9600,賣權,31,34,26.5,26.5,5102,27,13418,27,27.5,910,26.5,,一般
2017/5/11,TXO,201706,9700,買權,293,322,291,291,619,317,1379,315,322,364,126,,一般
2017/5/11,TXO,201706,9700,賣權,50,52,41,41,4656,41,11449,41,41.5,252,41,,一般
2017/5/11,TXO,201706,9800,買權,221,243,212,212,1491,238,6391,237,238,302,60,,一般
2017/5/11,TXO,201706,9800,賣權,75,78,63,63,3692,63,12840,63,64,1040,63,,一般
