交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
2017/5/8,TXO,201709,9800,賣權,404,404,404,404,2,429,324,226,805,815,390,,一般
2017/5/8,TXO,201709,10000,買權,88,88,77,77,172,85,3636,81,87,180,42,,一般
2017/5/8,TXO,201709,10000,賣權,-,-,-,-,0,575,76,-,-,-,-,,一般
2017/5/8,TXO,201709,10400,買權,27,28.5,25,25,307,28.5,5772,28,29,90,15.5,,一般
2017/5/8,TXO,201709,10400,賣權,-,-,-,-,0,915,6,-,-,-,-,,一般
2017/5/8,TXO,201709,10800,買權,10,10,9.3,9.3,28,10,5020,9.9,10.5,41.5,6.7,,一般
2017/5/8,TXO,201709,10800,賣權,-,-,-,-,0,1300,4,-,-,-,-,,一般
2017/5/8,TXO,201709,11200,買權,4.4,5.2,4.4,4.4,24,5.2,2809,4.2,6,18,3.3,,一般
2017/5/8,TXO,201709,11200,賣權,-,-,-,-,0,1690,15,-,-,-,-,,一般
2017/5/8,TXO,201709,11600,買權,2.3,2.3,2.2,2.2,23,2.3,1577,2.2,2.4,9.9,1.6,,一般
2017/5/8,TXO,201709,11600,賣權,-,-,-,-,0,2090,0,-,-,-,-,,一般
2017/5/8,TXO,201709,12000,買權,1.3,1.3,1.3,1.3,6,1.3,2444,1.3,1.5,6.4,0.9,,一般
2017/5/8,TXO,201709,12000,賣權,-,-,-,-,0,2480,0,-,-,-,-,,一般
2017/5/8,TXO,201712,7600,買權,-,-,-,-,0,1890,0,-,-,-,-,,一般
2017/5/8,TXO,201712,7600,賣權,27.5,28,26,26,145,26.5,4325,26.5,28,62,26,,一般
2017/5/8,TXO,201712,7800,買權,-,-,-,-,0,1700,0,-,-,-,-,,一般
2017/5/8,TXO,201712,7800,賣權,34.5,37,34.5,34.5,14,35,1039,34.5,36.5,78,34,,一般
2017/5/8,TXO,201712,8000,買權,-,-,-,-,0,1510,0,-,-,-,-,,一般
2017/5/8,TXO,201712,8000,賣權,43.5,47.5,43.5,43.5,20,45.5,1458,45.5,47.5,97,43.5,,一般
2017/5/8,TXO,201712,8200,買權,-,-,-,-,0,1330,0,-,-,-,-,,一般
2017/5/8,TXO,201712,8200,賣權,60,65,60,60,30,60,1307,60,63,127,58,,一般
2017/5/8,TXO,201712,8400,買權,1170,1180,1160,1160,10,1150,37,1040,1160,1190,910,,一般
2017/5/8,TXO,201712,8400,賣權,83,84,81,81,16,81,1482,79,84,162,75,,一般
2017/5/8,TXO,201712,8600,買權,-,-,-,-,0,980,21,-,-,-,-,,一般
2017/5/8,TXO,201712,8600,賣權,112,112,102,102,69,107,1132,106,109,206,100,,一般
2017/5/8,TXO,201712,8800,買權,800,800,800,800,8,815,46,471,850,915,670,,一般
2017/5/8,TXO,201712,8800,賣權,140,149,140,140,21,143,878,142,149,268,134,,一般
2017/5/8,TXO,201712,9000,買權,650,660,650,650,8,665,109,317,990,760,515,,一般
2017/5/8,TXO,201712,9000,賣權,185,198,185,185,67,194,988,190,197,332,180,,一般
2017/5/8,TXO,201712,9200,買權,515,515,510,510,2,525,53,500,545,630,405,,一般
2017/5/8,TXO,201712,9200,賣權,251,262,244,244,25,254,697,253,477,412,235,,一般
2017/5/8,TXO,201712,9400,買權,400,403,392,392,5,408,82,408,413,490,300,,一般
2017/5/8,TXO,201712,9400,賣權,325,339,320,320,43,330,224,330,360,500,310,,一般
2017/5/8,TXO,201712,9600,買權,292,299,291,291,7,305,223,297,312,400,216,,一般
2017/5/8,TXO,201712,9600,賣權,423,437,423,423,15,431,59,426,455,620,401,,一般
2017/5/8,TXO,201712,9800,買權,228,228,210,210,8,227,468,212,525,314,152,,一般
2017/5/8,TXO,201712,9800,賣權,550,550,525,525,33,550,167,530,550,755,505,,一般
2017/5/8,TXO,201712,10000,買權,145,158,144,144,58,153,1841,147,156,233,100,,一般
2017/5/8,TXO,201712,10000,賣權,685,685,685,685,2,675,140,423,1660,905,635,,一般
2017/5/8,TXO,201712,10400,買權,65,71,62,62,176,68,3624,64,69,124,42.5,,一般
2017/5/8,TXO,201712,10400,賣權,-,-,-,-,0,990,20,-,-,-,-,,一般
2017/5/8,TXO,201712,10800,買權,28,29.5,25.5,25.5,421,28,3399,27.5,29,60,17.5,,一般
2017/5/8,TXO,201712,10800,賣權,-,-,-,-,0,1350,0,-,-,-,-,,一般
2017/5/8,TXO,201712,11200,買權,12,13,11.5,11.5,107,12.5,2678,12,13,29.5,9,,一般
2017/5/8,TXO,201712,11200,賣權,-,-,-,-,0,1730,0,-,-,-,-,,一般
2017/5/8,TXO,201712,11600,買權,5.8,6.6,5.8,5.8,61,6.3,1753,6,6.6,14,4.7,,一般
2017/5/8,TXO,201712,11600,賣權,-,-,-,-,0,2120,0,-,-,-,-,,一般
2017/5/8,TXO,201712,12000,買權,3.8,3.8,3.1,3.1,21,3.4,5694,3.4,3.5,8,2.1,,一般
2017/5/8,TXO,201712,12000,賣權,-,-,-,-,0,2520,0,-,-,-,-,,一般
2017/5/9,TXO,201705W2,9200,買權,-,-,-,-,0,705,6,-,-,-,-,,一般
2017/5/9,TXO,201705W2,9200,賣權,0.1,0.1,0.1,0.1,20,0.1,318,-,0.1,0.5,0.1,,一般
2017/5/9,TXO,201705W2,9300,買權,-,-,-,-,0,605,1,-,-,-,-,,一般
2017/5/9,TXO,201705W2,9300,賣權,0.1,0.1,0.1,0.1,20,0.1,775,-,0.2,0.6,0.1,,一般
2017/5/9,TXO,201705W2,9400,買權,-,-,-,-,0,505,2,-,-,-,-,,一般
2017/5/9,TXO,201705W2,9400,賣權,-,-,-,-,0,0.2,996,-,-,-,-,,一般
2017/5/9,TXO,201705W2,9500,買權,-,-,-,-,0,407,6,-,-,-,-,,一般
2017/5/9,TXO,201705W2,9500,賣權,-,-,-,-,0,0.2,4930,-,-,-,-,,一般
2017/5/9,TXO,201705W2,9600,買權,-,-,-,-,0,307,4,-,-,-,-,,一般
2017/5/9,TXO,201705W2,9600,賣權,0.2,0.2,0.2,0.2,23,0.2,15179,0.1,0.2,1.8,0.1,,一般
2017/5/9,TXO,201705W2,9650,買權,-,-,-,-,0,257,7,-,-,-,-,,一般
2017/5/9,TXO,201705W2,9650,賣權,0.2,0.2,0.1,0.1,1071,0.2,22612,0.1,0.3,2.6,0.1,,一般
2017/5/9,TXO,201705W2,9700,買權,250,252,211,211,6,207,6,181,477,263,195,,一般
2017/5/9,TXO,201705W2,9700,賣權,0.2,0.4,0.2,0.2,2178,0.4,21771,0.3,0.4,4.3,0.2,,一般
2017/5/9,TXO,201705W2,9750,買權,195,242,158,158,119,159,78,157,160,242,148,,一般
2017/5/9,TXO,201705W2,9750,賣權,0.4,0.7,0.3,0.3,5421,0.7,24336,0.6,0.7,7,0.3,,一般
2017/5/9,TXO,201705W2,9800,買權,124,198,107,107,1849,109,664,108,111,198,101,,一般
2017/5/9,TXO,201705W2,9800,賣權,1,1.7,0.5,0.5,22854,1.4,22063,1.4,1.5,13,0.5,,一般
2017/5/9,TXO,201705W2,9850,買權,80,150,61,61,10602,62,5939,62,63,150,61,,一般
2017/5/9,TXO,201705W2,9850,賣權,3.9,5.4,1.3,1.3,51383,5.2,26650,4.9,5.2,24.5,1.3,,一般
2017/5/9,TXO,201705W2,9900,買權,42,101,23,23,73175,23.5,18674,23.5,24,101,23,,一般
2017/5/9,TXO,201705W2,9900,賣權,15,18.5,3,3,75546,16.5,24140,16,16.5,46,3,,一般
2017/5/9,TXO,201705W2,9950,買權,16.5,57,4.8,4.8,127560,5.6,27215,5.6,5.7,57,4.8,,一般
2017/5/9,TXO,201705W2,9950,賣權,38.5,50,8.6,8.6,94317,48.5,13611,48,48.5,78,8.6,,一般
2017/5/9,TXO,201705W2,10000,買權,4,23.5,0.9,0.9,102261,1.1,30492,1.1,1.2,32,0.9,,一般
2017/5/9,TXO,201705W2,10000,賣權,79,96,25,25,60831,93,5741,92,93,118,25,,一般
2017/5/9,TXO,201705W2,10100,買權,0.5,1.7,0.1,0.1,22523,0.3,42515,0.2,0.3,7.4,0.1,,一般
2017/5/9,TXO,201705W2,10100,賣權,159,194,104,104,4945,192,1975,191,193,209,104,,一般
2017/5/9,TXO,201705W2,10200,買權,0.3,0.3,0.1,0.1,2037,0.2,17717,0.1,0.3,1.8,0.1,,一般
2017/5/9,TXO,201705W2,10200,賣權,263,294,205,205,192,292,91,291,296,294,205,,一般
2017/5/9,TXO,201705W2,10400,買權,0.1,0.1,0.1,0.1,2,0.1,2799,-,0.2,0.4,0.1,,一般
2017/5/9,TXO,201705W2,10400,賣權,408,494,408,408,24,491,24,491,498,494,408,,一般
2017/5/9,TXO,201705W2,10600,買權,-,-,-,-,0,0.1,21,-,-,-,-,,一般
2017/5/9,TXO,201705W2,10600,賣權,-,-,-,-,0,690,0,-,-,-,-,,一般
2017/5/9,TXO,201705W2,10800,買權,-,-,-,-,0,0.1,129,-,-,-,-,,一般
2017/5/9,TXO,201705W2,10800,賣權,880,880,880,880,20,890,23,625,1330,880,850,,一般
2017/5/9,TXO,201705,8100,買權,-,-,-,-,0,1800,1,-,-,-,-,,一般
2017/5/9,TXO,201705,8100,賣權,-,-,-,-,0,0.2,4644,-,-,-,-,,一般
2017/5/9,TXO,201705,8200,買權,-,-,-,-,0,1700,2,-,-,-,-,,一般
2017/5/9,TXO,201705,8200,賣權,-,-,-,-,0,0.2,1869,-,-,-,-,,一般
2017/5/9,TXO,201705,8300,買權,-,-,-,-,0,1600,2,-,-,-,-,,一般
2017/5/9,TXO,201705,8300,賣權,-,-,-,-,0,0.2,2776,-,-,-,-,,一般
2017/5/9,TXO,201705,8400,買權,-,-,-,-,0,1500,3,-,-,-,-,,一般
2017/5/9,TXO,201705,8400,賣權,-,-,-,-,0,0.2,2316,-,-,-,-,,一般
2017/5/9,TXO,201705,8500,買權,-,-,-,-,0,1400,3,-,-,-,-,,一般
2017/5/9,TXO,201705,8500,賣權,0.2,0.2,0.2,0.2,66,0.2,3699,0.1,0.2,19,0.2,,一般
2017/5/9,TXO,201705,8600,買權,-,-,-,-,0,1300,54,-,-,-,-,,一般
2017/5/9,TXO,201705,8600,賣權,0.3,0.3,0.1,0.1,125,0.3,7576,0.2,0.3,24,0.1,,一般
2017/5/9,TXO,201705,8700,買權,-,-,-,-,0,1200,12,-,-,-,-,,一般
2017/5/9,TXO,201705,8700,賣權,0.3,0.4,0.3,0.3,52,0.4,24133,0.2,0.4,30.5,0.3,,一般
2017/5/9,TXO,201705,8800,買權,-,-,-,-,0,1100,61,-,-,-,-,,一般
2017/5/9,TXO,201705,8800,賣權,0.4,0.4,0.3,0.3,528,0.4,21581,0.3,0.4,38,0.3,,一般
2017/5/9,TXO,201705,8900,買權,-,-,-,-,0,1000,13,-,-,-,-,,一般
2017/5/9,TXO,201705,8900,賣權,0.5,0.6,0.4,0.4,533,0.5,9794,0.5,0.6,48,0.4,,一般
2017/5/9,TXO,201705,9000,買權,-,-,-,-,0,905,20,-,-,-,-,,一般
2017/5/9,TXO,201705,9000,賣權,0.6,0.8,0.6,0.6,1119,0.8,12178,0.8,0.9,61,0.6,,一般
2017/5/9,TXO,201705,9100,買權,-,-,-,-,0,805,56,-,-,-,-,,一般
2017/5/9,TXO,201705,9100,賣權,0.8,1.1,0.7,0.7,931,1,12282,1,1.1,77,0.7,,一般
2017/5/9,TXO,201705,9200,買權,-,-,-,-,0,705,91,-,-,-,-,,一般
2017/5/9,TXO,201705,9200,賣權,1,1.4,0.9,0.9,2009,1.4,17461,1.3,1.4,97,0.9,,一般
2017/5/9,TXO,201705,9300,買權,-,-,-,-,0,605,219,-,-,-,-,,一般
2017/5/9,TXO,201705,9300,賣權,1.2,1.9,1.2,1.2,3545,1.9,19506,1.8,2,122,1.2,,一般
2017/5/9,TXO,201705,9400,買權,560,585,505,505,22,505,580,500,805,585,254,,一般
2017/5/9,TXO,201705,9400,賣權,1.9,2.5,1.6,1.6,4606,2.5,25027,2.3,2.6,152,1.6,,一般
2017/5/9,TXO,201705,9500,買權,438,495,410,410,78,405,1028,404,410,495,183,,一般
2017/5/9,TXO,201705,9500,賣權,2.6,3.7,2.3,2.3,9289,3.7,36246,3.6,3.7,190,2.3,,一般
2017/5/9,TXO,201705,9600,買權,340,396,308,308,367,308,2568,306,312,411,122,,一般
2017/5/9,TXO,201705,9600,賣權,4.5,5.7,3.2,3.2,12833,5.6,38486,5.6,5.7,231,3.2,,一般
2017/5/9,TXO,201705,9700,買權,225,296,211,211,1930,215,11062,213,216,330,73,,一般
2017/5/9,TXO,201705,9700,賣權,9,10.5,5.4,5.4,20973,10.5,29769,10,10.5,278,5.4,,一般
2017/5/9,TXO,201705,9800,買權,135,203,111,111,8380,124,17331,123,127,260,39,,一般
2017/5/9,TXO,201705,9800,賣權,20,23,11,11,28023,22,36916,22,22.5,347,11,,一般
2017/5/9,TXO,201705,9900,買權,65,118,54,54,38737,55,32871,55,56,199,17.5,,一般
2017/5/9,TXO,201705,9900,賣權,49,55,25,25,36639,52,22924,52,54,390,25,,一般
2017/5/9,TXO,201705,10000,買權,25,56,18,18,65145,18.5,54043,18,19,145,7.1,,一般
2017/5/9,TXO,201705,10000,賣權,107,125,61,61,19963,116,9143,115,116,482,61,,一般
2017/5/9,TXO,201705,10200,買權,2.5,7.8,2.5,2.5,42463,2.5,63797,2.4,2.5,88,1.8,,一般
2017/5/9,TXO,201705,10200,賣權,274,302,215,215,1061,300,966,295,301,605,215,,一般
2017/5/9,TXO,201705,10400,買權,0.6,1.2,0.5,0.5,4870,0.7,21829,0.6,0.7,48,0.5,,一般
2017/5/9,TXO,201705,10400,賣權,477,495,409,409,132,500,164,494,500,780,409,,一般
2017/5/9,TXO,201705,10600,買權,0.3,0.4,0.2,0.2,463,0.3,5565,0.2,0.4,25.5,0.2,,一般
2017/5/9,TXO,201705,10600,賣權,635,690,615,615,28,700,23,535,725,980,615,,一般
2017/5/9,TXO,201705,10800,買權,0.2,0.3,0.2,0.2,63,0.2,2584,0.1,0.3,13.5,0.2,,一般
2017/5/9,TXO,201705,10800,賣權,865,890,810,810,6,900,13,650,1200,1110,810,,一般
2017/5/9,TXO,201705,11000,買權,-,-,-,-,0,0.1,1015,-,-,-,-,,一般
2017/5/9,TXO,201705,11000,賣權,-,-,-,-,0,1100,2,-,-,-,-,,一般
2017/5/9,TXO,201705,11200,買權,0.1,0.1,0.1,0.1,2,0.1,552,0.1,0.2,3.1,0.1,,一般
2017/5/9,TXO,201705,11200,賣權,-,-,-,-,0,1300,1,-,-,-,-,,一般
2017/5/9,TXO,201705,11400,買權,-,-,-,-,0,0.1,482,-,-,-,-,,一般
2017/5/9,TXO,201705,11400,賣權,-,-,-,-,0,1500,1,-,-,-,-,,一般
2017/5/9,TXO,201705,11600,買權,-,-,-,-,0,0.1,140,-,-,-,-,,一般
2017/5/9,TXO,201705,11600,賣權,-,-,-,-,0,1700,0,-,-,-,-,,一般
2017/5/9,TXO,201706,7000,買權,-,-,-,-,0,2890,3,-,-,-,-,,一般
2017/5/9,TXO,201706,7000,賣權,5,5,0.2,0.2,212,0.3,7992,0.2,4.1,57,0.2,,一般
2017/5/9,TXO,201706,7100,買權,-,-,-,-,0,2790,0,-,-,-,-,,一般
2017/5/9,TXO,201706,7100,賣權,0.3,0.3,0.3,0.3,25,0.3,662,0.2,0.4,3.2,0.3,,一般
2017/5/9,TXO,201706,7200,買權,-,-,-,-,0,2690,0,-,-,-,-,,一般
2017/5/9,TXO,201706,7200,賣權,0.4,0.4,0.4,0.4,14,0.4,4755,0.3,0.5,96,0.4,,一般
2017/5/9,TXO,201706,7300,買權,-,-,-,-,0,2590,0,-,-,-,-,,一般
2017/5/9,TXO,201706,7300,賣權,-,-,-,-,0,0.5,333,-,-,-,-,,一般
2017/5/9,TXO,201706,7400,買權,-,-,-,-,0,2490,0,-,-,-,-,,一般
2017/5/9,TXO,201706,7400,賣權,0.5,0.5,0.5,0.5,1,0.5,2355,0.5,0.7,115,0.5,,一般
2017/5/9,TXO,201706,7500,買權,-,-,-,-,0,2390,0,-,-,-,-,,一般
2017/5/9,TXO,201706,7500,賣權,0.8,0.8,0.8,0.8,10,0.8,318,0.6,0.8,5.2,0.8,,一般
2017/5/9,TXO,201706,7600,買權,-,-,-,-,0,2290,0,-,-,-,-,,一般
2017/5/9,TXO,201706,7600,賣權,0.8,0.9,0.8,0.8,116,0.9,3368,0.7,1,140,0.8,,一般
2017/5/9,TXO,201706,7700,買權,-,-,-,-,0,2190,0,-,-,-,-,,一般
2017/5/9,TXO,201706,7700,賣權,1,1,1,1,65,1,408,0.9,1.1,5.5,1,,一般
2017/5/9,TXO,201706,7800,買權,-,-,-,-,0,2090,10,-,-,-,-,,一般
2017/5/9,TXO,201706,7800,賣權,1,1.2,1,1,109,1.2,2939,1.1,1.3,173,1,,一般
2017/5/9,TXO,201706,7900,買權,-,-,-,-,0,1990,0,-,-,-,-,,一般
2017/5/9,TXO,201706,7900,賣權,1.2,1.4,1.2,1.2,88,1.4,434,1.3,1.5,7.2,1.2,,一般
2017/5/9,TXO,201706,8000,買權,-,-,-,-,0,1890,45,-,-,-,-,,一般
2017/5/9,TXO,201706,8000,賣權,1.4,1.8,1.4,1.4,285,1.7,5630,1.6,1.8,212,1.4,,一般
2017/5/9,TXO,201706,8100,買權,-,-,-,-,0,1790,1,-,-,-,-,,一般
2017/5/9,TXO,201706,8100,賣權,1.8,1.9,1.7,1.7,95,1.8,2114,1.9,2.1,9.3,1.7,,一般
2017/5/9,TXO,201706,8200,買權,-,-,-,-,0,1690,35,-,-,-,-,,一般
2017/5/9,TXO,201706,8200,賣權,1.9,2.2,1.9,1.9,324,2.2,4013,2.1,2.3,262,1.9,,一般
2017/5/9,TXO,201706,8300,買權,-,-,-,-,0,1590,6,-,-,-,-,,一般
2017/5/9,TXO,201706,8300,賣權,2.3,2.5,2.2,2.2,177,2.5,748,2.5,2.6,13,2.2,,一般
2017/5/9,TXO,201706,8400,買權,-,-,-,-,0,1490,44,-,-,-,-,,一般
2017/5/9,TXO,201706,8400,賣權,2.4,2.9,2.4,2.4,403,2.9,4072,2.8,3,285,2.4,,一般
2017/5/9,TXO,201706,8500,買權,-,-,-,-,0,1390,1,-,-,-,-,,一般
2017/5/9,TXO,201706,8500,賣權,2.8,3.3,2.8,2.8,415,3.3,1823,3.3,3.5,17,2.8,,一般
2017/5/9,TXO,201706,8600,買權,1300,1300,1300,1300,1,1290,69,525,1600,1350,400,,一般
2017/5/9,TXO,201706,8600,賣權,3.2,3.8,3.2,3.2,288,3.8,5643,3.7,3.9,370,3.2,,一般
2017/5/9,TXO,201706,8700,買權,-,-,-,-,0,1190,2,-,-,-,-,,一般
2017/5/9,TXO,201706,8700,賣權,3.6,4.3,3.6,3.6,357,4.1,2681,3,4.4,27,3.6,,一般
2017/5/9,TXO,201706,8800,買權,-,-,-,-,0,1090,188,-,-,-,-,,一般
2017/5/9,TXO,201706,8800,賣權,4.3,5.2,4.2,4.2,619,4.8,9567,4.8,5.2,475,4.2,,一般
2017/5/9,TXO,201706,8900,買權,-,-,-,-,0,995,4,-,-,-,-,,一般
2017/5/9,TXO,201706,8900,賣權,5,5.9,4.9,4.9,471,5.8,3241,5.8,6.1,37,4.9,,一般
2017/5/9,TXO,201706,9000,買權,940,940,940,940,1,895,285,690,1380,960,280,,一般
2017/5/9,TXO,201706,9000,賣權,5,7.2,4.6,4.6,1269,6.8,9360,6.8,7.2,580,4.6,,一般
2017/5/9,TXO,201706,9100,買權,-,-,-,-,0,800,60,-,-,-,-,,一般
2017/5/9,TXO,201706,9100,賣權,7.8,8.6,6.7,6.7,1428,8.1,4125,8.1,8.3,62,6.7,,一般
2017/5/9,TXO,201706,9200,買權,730,730,730,730,1,700,752,695,800,750,200,,一般
2017/5/9,TXO,201706,9200,賣權,9.5,11,8,8,1890,10.5,9538,10,10.5,660,8,,一般
2017/5/9,TXO,201706,9300,買權,670,670,630,630,3,605,51,464,920,670,380,,一般
2017/5/9,TXO,201706,9300,賣權,13.5,14.5,10.5,10.5,2230,14,9264,13.5,14.5,100,10.5,,一般
2017/5/9,TXO,201706,9400,買權,555,570,515,515,23,510,1181,510,520,765,138,,一般
2017/5/9,TXO,201706,9400,賣權,17.5,21,14,14,3133,20.5,11295,20.5,21,720,14,,一般
2017/5/9,TXO,201706,9500,買權,462,474,420,420,18,423,672,419,425,474,236,,一般
2017/5/9,TXO,201706,9500,賣權,24.5,30.5,20.5,20.5,3535,29,9663,28.5,30,163,20.5,,一般
2017/5/9,TXO,201706,9600,買權,365,404,332,332,372,332,3272,329,339,436,92,,一般
2017/5/9,TXO,201706,9600,賣權,38.5,45,30,30,6266,43.5,11582,43.5,44,910,30,,一般
2017/5/9,TXO,201706,9700,買權,269,320,252,252,329,254,1160,251,260,364,126,,一般
2017/5/9,TXO,201706,9700,賣權,58,66,45,45,3704,65,8968,65,66,252,45,,一般
2017/5/9,TXO,201706,9800,買權,198,241,182,182,1401,184,5913,184,185,302,60,,一般
2017/5/9,TXO,201706,9800,賣權,91,97,66,66,3797,95,10757,95,96,1040,66,,一般
2017/5/9,TXO,201706,9900,買權,134,174,123,123,1549,125,4581,125,127,242,52,,一般
2017/5/9,TXO,201706,9900,賣權,123,138,99,99,2092,137,7051,135,138,376,99,,一般
2017/5/9,TXO,201706,10000,買權,87,119,79,79,6207,82,21127,81,82,207,32,,一般
2017/5/9,TXO,201706,10000,賣權,178,194,144,144,1293,191,1866,191,193,1030,144,,一般
2017/5/9,TXO,201706,10200,買權,31.5,47,27.5,27.5,11518,28,34123,28,28.5,110,11,,一般
2017/5/9,TXO,201706,10200,賣權,318,343,272,272,261,339,303,333,343,615,272,,一般
2017/5/9,TXO,201706,10400,買權,10,16.5,9,9,8951,9.5,24105,9.6,9.8,84,5,,一般
2017/5/9,TXO,201706,10400,賣權,493,515,443,443,30,515,121,515,525,1350,415,,一般
2017/5/9,TXO,201706,10600,買權,3.8,5.6,3.4,3.4,2011,3.7,9458,3.7,3.9,29,2.4,,一般
2017/5/9,TXO,201706,10600,賣權,635,710,635,635,10,710,24,710,720,995,635,,一般
2017/5/9,TXO,201706,10800,買權,1.5,2.2,1.5,1.5,2788,1.7,7557,1.6,1.8,30,1.1,,一般
2017/5/9,TXO,201706,10800,賣權,-,-,-,-,0,910,16,-,-,-,-,,一般
2017/5/9,TXO,201706,11000,買權,0.9,1.2,0.9,0.9,113,1,1003,0.8,1,7.4,0.4,,一般
2017/5/9,TXO,201706,11000,賣權,-,-,-,-,0,1110,5,-,-,-,-,,一般
2017/5/9,TXO,201706,11200,買權,0.5,0.6,0.4,0.4,84,0.6,8063,0.4,0.6,11.5,0.3,,一般
2017/5/9,TXO,201706,11200,賣權,-,-,-,-,0,1310,2,-,-,-,-,,一般
2017/5/9,TXO,201706,11400,買權,0.4,0.5,0.3,0.3,188,0.5,310,0.3,0.4,2.5,0.3,,一般
2017/5/9,TXO,201706,11400,賣權,-,-,-,-,0,1510,0,-,-,-,-,,一般
2017/5/9,TXO,201706,11600,買權,-,-,-,-,0,0.1,1737,-,-,-,-,,一般
2017/5/9,TXO,201706,11600,賣權,1670,1670,1670,1670,12,1710,12,1240,2140,2110,1670,,一般
2017/5/9,TXO,201706,11800,買權,0.3,0.3,0.3,0.3,36,0.1,245,-,51,1,0.1,,一般
2017/5/9,TXO,201706,11800,賣權,-,-,-,-,0,1910,0,-,-,-,-,,一般
2017/5/9,TXO,201706,12000,買權,-,-,-,-,0,0.1,418,-,-,-,-,,一般
2017/5/9,TXO,201706,12000,賣權,-,-,-,-,0,2110,0,-,-,-,-,,一般
2017/5/9,TXO,201707,8100,買權,-,-,-,-,0,1620,0,-,-,-,-,,一般
2017/5/9,TXO,201707,8100,賣權,3.5,4.3,3.5,3.5,44,4.3,1008,4.2,33,14.5,3.5,,一般
2017/5/9,TXO,201707,8200,買權,-,-,-,-,0,1520,0,-,-,-,-,,一般
2017/5/9,TXO,201707,8200,賣權,3.8,4.3,3.8,3.8,8,4.3,591,3.1,5,17.5,3.8,,一般
2017/5/9,TXO,201707,8300,買權,-,-,-,-,0,1420,0,-,-,-,-,,一般
2017/5/9,TXO,201707,8300,賣權,4.6,5.2,4.6,4.6,6,5.2,343,3.7,120,22,4.6,,一般
2017/5/9,TXO,201707,8400,買權,-,-,-,-,0,1320,0,-,-,-,-,,一般
2017/5/9,TXO,201707,8400,賣權,5.1,6.6,5.1,5.1,175,6.4,293,5.3,9,25,5.1,,一般
2017/5/9,TXO,201707,8500,買權,-,-,-,-,0,1220,0,-,-,-,-,,一般
2017/5/9,TXO,201707,8500,賣權,6.8,8.3,6.5,6.5,256,7.3,410,6.5,8,33.5,6.5,,一般
2017/5/9,TXO,201707,8600,買權,-,-,-,-,0,1120,0,-,-,-,-,,一般
2017/5/9,TXO,201707,8600,賣權,8.2,9.8,8.2,8.2,19,9.1,311,9,9.5,42,8,,一般
2017/5/9,TXO,201707,8700,買權,-,-,-,-,0,1030,0,-,-,-,-,,一般
2017/5/9,TXO,201707,8700,賣權,9.4,11,9.4,9.4,53,11,595,9,12,51,9.4,,一般
2017/5/9,TXO,201707,8800,買權,-,-,-,-,0,930,0,-,-,-,-,,一般
2017/5/9,TXO,201707,8800,賣權,12,13.5,11,11,136,13.5,1796,11.5,13.5,64,11,,一般
2017/5/9,TXO,201707,8900,買權,-,-,-,-,0,835,2,-,-,-,-,,一般
2017/5/9,TXO,201707,8900,賣權,12.5,17,12.5,12.5,289,16.5,1436,15.5,18,87,12.5,,一般
2017/5/9,TXO,201707,9000,買權,-,-,-,-,0,740,1,-,-,-,-,,一般
2017/5/9,TXO,201707,9000,賣權,20,23,16.5,16.5,1139,22,4156,20.5,22.5,100,16.5,,一般
2017/5/9,TXO,201707,9100,買權,-,-,-,-,0,645,1,-,-,-,-,,一般
2017/5/9,TXO,201707,9100,賣權,24,29,21,21,222,27.5,1604,27.5,29,120,21,,一般
2017/5/9,TXO,201707,9200,買權,-,-,-,-,0,555,6,-,-,-,-,,一般
2017/5/9,TXO,201707,9200,賣權,32,38,29,29,833,36.5,1684,35.5,38.5,155,29,,一般
2017/5/9,TXO,201707,9300,買權,340,590,340,340,2,467,13,444,725,590,320,,一般
2017/5/9,TXO,201707,9300,賣權,45,52,37.5,37.5,429,50,1859,40,50,189,37.5,,一般
2017/5/9,TXO,201707,9400,買權,-,-,-,-,0,385,50,-,-,-,-,,一般
2017/5/9,TXO,201707,9400,賣權,60,68,52,52,732,68,1282,55,71,210,52,,一般
2017/5/9,TXO,201707,9500,買權,352,352,306,306,29,309,233,158,324,358,169,,一般
2017/5/9,TXO,201707,9500,賣權,86,95,71,71,347,91,1673,90,92,264,71,,一般
2017/5/9,TXO,201707,9600,買權,249,290,241,241,22,242,178,239,254,290,126,,一般
2017/5/9,TXO,201707,9600,賣權,113,125,94,94,486,125,3646,110,136,330,94,,一般
2017/5/9,TXO,201707,9700,買權,191,226,180,180,11,183,241,179,186,226,92,,一般
2017/5/9,TXO,201707,9700,賣權,149,168,129,129,136,169,991,162,175,327,129,,一般
2017/5/9,TXO,201707,9800,買權,138,170,131,131,168,131,532,120,167,170,61,,一般
2017/5/9,TXO,201707,9800,賣權,200,215,175,175,91,214,356,214,580,383,175,,一般
2017/5/9,TXO,201707,9900,買權,100,123,91,91,122,91,789,91,102,123,40,,一般
2017/5/9,TXO,201707,9900,賣權,233,276,233,233,12,274,216,260,365,440,232,,一般
2017/5/9,TXO,201707,10000,買權,70,89,63,63,326,64,1475,64,65,89,25.5,,一般
2017/5/9,TXO,201707,10000,賣權,346,346,346,346,1,346,118,280,740,437,295,,一般
